idx,PRODUCT_CODE,product_name,BRAND_NAME
908,421112696,EMSITA GM 50/2/500 TABLET 10x10T,EMSITA
909,421112587,EMSITA M 50/1000 1X10T,EMSITA
910,421112586,EMSITA M 50/500 1X10T,EMSITA
911,421112596,EMSITA M SR 100/1000 1X10T,EMSITA
912,421112619,EMSITA M SR 100/500 TABLET 1x10T,EMSITA
913,421112720,EMSITA MP FORTE TABLET 10x10T,EMSITA
914,421112719,EMSITA MP TABLET 10x10T,EMSITA
915,421112883,EMSITA TRIO FORTE TABLET 1x10T,EMSITA
916,421112864,EMSITA TRIO TABLET 1x10T,EMSITA
917,421111078,EMSTAR - 250 MG INJECTION,EMSTAR
918,421111060,EMSTAR - S INJECTION,EMSTAR
919,421110944,EMSTAR 1 GM INJ 1 VIAL,EMSTAR
920,421111449,EMSTAR 2.0 INJECTION,EMSTAR
921,421110943,EMSTAR 500 MG INJ 1 VIAL,EMSTAR
922,421111379,EMSULFAN INJECTION,EMSULFAN
923,421112981,EMSULIDE COLD & FLU TABLET,EMSULIDE
924,420000186,EMSULIDE GEL 30 GM,EMSULIDE
925,420000177,EMSULIDE MR TABLET 10,EMSULIDE
926,424440128,EMSULIDE P SUSPENSION,EMSULIDE
927,421112484,EMSULIDE P TABLET 10,EMSULIDE
928,421110222,EMSULIDE SP CAPSULES,EMSULIDE
929,420000188,EMSULIDE SUSPENSION 60 ML,EMSULIDE
930,421110056,EMSULIDE TABLET,EMSULIDE
931,424441996,EMTAF TABLETS 1X30T,EMTAF
932,421112225,EMTAF-B TABLETS,EMTAF
933,421111045,EMTIG INJECTION,EMTIG
934,421112725,EMTOFA 5 MG TABLET 10x10T,EMTOFA
935,421112713,EMTOFA OINTMENT 10 GM,EMTOFA
936,421113091,EMTOFA OINTMENT 15GM,EMTOFA
937,421112714,EMTOFA OINTMENT 20 GM,EMTOFA
938,421113092,EMTOFA OINTMENT 30GM,EMTOFA
939,421112691,EMTOFA XR 11MG TABLET 1x10T,EMTOFA
940,422220063,EMTOR TABLETS,EMTOR
941,421112595,EMTREO INJECTION 5g/vial -DOMESTIC,EMTREO
942,491110214,EMTRI 30 TABLET,EMTRI
943,491110267,EMTRI 30 TABLET 1x60 T,EMTRI
944,491110160,EMTRI 40 TABLET,EMTRI
945,491110268,EMTRI 40 TABLET 1X60 T,EMTRI
946,494440099,EMTRI JUNIOR TABLET,EMTRI
947,490000018,EMTRI ORAL SUSPENSION 10 GM,EMTRI
948,491110022,EMTRI ORAL SUSPENSION 6 gm,EMTRI
949,421112666,EMTUX 100MG/10ML,EMTUX
950,421112667,EMTUX 500MG/50ML,EMTUX
951,421112495,EMUCIN INJECTION 4 GM,EMUCIN
952,492220087,EMVAL TABLET 10X10 T,EMVAL
953,499990062,EMVARIN TABLET 1X42T,EMVARIN
954,421113022,EMVASRIN CAPSULE 10x10C,EMVASRIN
955,421113204,EMVICURE CAPSULES,EMVICURE
956,421112821,EMWISE BELLYBLOOM GEL 100GM,EMWISE
957,421112751,EMWISE BIOTIN HAIR FOOD GUMMIES,EMWISE
958,421112753,EMWISE HDD MULTIVITAMIN GUMMIES,EMWISE
959,421112820,EMWISE MENSTRUVEDA CAPSULES 1X30C,EMWISE
960,421112794,EMWISE POLYWISE PCOS TAB 1X60T,EMWISE
961,421112752,EMWISE SLEEPWISE MELATON.GUMMIES,EMWISE
962,421112795,EMWISE SPOT OFF FACEWASH 100 GM,EMWISE
963,421112747,EMWISE SUNSCAPE LOTION 200 ML,EMWISE
964,421112808,EMWISE SUNSCAPE SPF 50 PA +++ SPRAY,EMWISE
965,421110057,EMZINC SYRUP,EMZINC
966,420001094,EMZINC TABLET,EMZINC
967,421111726,EMZOSIN - D TABLET,EMZOSIN
968,421111653,EMZOSIN 10 TABLET,EMZOSIN
969,422220078,ENCICARB INJECTION 100MG/2ML,ENCICARB
970,422220233,ENCICARB INJECTION 1K,ENCICARB
971,422220079,ENCICARB INJECTION 500MG/10ML,ENCICARB
972,421112707,ENCICARB INJECTION 750MG/15ML,ENCICARB
973,420020004,ENCIFER - O 10 T,ENCIFER
974,422220159,ENCIFER INJECTION,ENCIFER
975,421110214,ENCIFER-200 INJECTION,ENCIFER
976,424441408,ENCURE 0.5 MG TABLET  10X10,ENCURE
977,491110325,ENCURE TABLETS,ENCURE
978,421110535,ENFINITY CAPSULES,ENFINITY
979,424442069,ENHEMO 1000 INJECTION 1x10ML,ENHEMO
980,424442068,ENHEMO 500 INJECTION 5x5ML,ENHEMO
981,424442072,ENHEMO 500 TABLET 10x10T,ENHEMO
982,424442073,ENHEMO MF TABLET 5x10T,ENHEMO
983,420002607,ENOXAPARIN NA INJ USP 100MG/ML 0.3ML PFS,ENOXAPARIN
984,423331161,ENOXARIN 40 MG INJECTION,ENOXARIN
985,423331162,ENOXARIN 60 MG INJECTION,ENOXARIN
986,421112122,ENVIRA INJECTION,ENVIRA
987,423331374,ENZELO 10000 CAPSULS,ENZELO
988,423331134,ENZELO 150 TABLETS,ENZELO
989,423331375,ENZELO 25000 CAPSULES,ENZELO
990,423331135,ENZELO 300 TABLETSÂ,ENZELO
991,423330064,ENZOVEXX TABLET,ENZOVEXX
992,421111891,ENZUTA CAPSULE,ENZUTA
993,421112254,EOPTAL 150 MG TABLET 10X10,EOPTAL
994,421112255,EOPTAL 300 TABLETS 10X10 T,EOPTAL
995,421112256,EOPTAL 450 TABLETS 10X10 T,EOPTAL
996,421112257,EOPTAL 600 TABLETS 10X10 T,EOPTAL
997,492220032,EPICURE-10 INJECTION,EPICURE
998,492220034,EPICURE-100 INJECTION,EPICURE
999,492220033,EPICURE-50 INJECTION,EPICURE
1000,424441023,EPITRIL 0.25 MG TABLET,EPITRIL
1001,424441024,EPITRIL 0.5 MG TABLET,EPITRIL
1002,424441025,EPITRIL 1 MG TABLET,EPITRIL
1003,424441026,EPITRIL 2 MG TABLET,EPITRIL
1004,421112140,EPITRIL BETA 0.25 TABLETS 10X10T,EPITRIL
1005,421112141,EPITRIL BETA 0.5 TABLETS,EPITRIL
1006,421111786,EPITRIL MD 0.25 MG TABLET 10X10T,EPITRIL
1007,421111787,EPITRIL MD 0.5 MG TABLET 10X10T,EPITRIL
1008,421111788,EPITRIL MD 1 MG TABLET 10X10T,EPITRIL
1009,421111810,EPITRIL MD 2 MG TABLET 10X10T,EPITRIL
1010,422220121,EPOFER 10 000 - PFS,EPOFER
1011,491110043,EPOFER 2000 - PFS,EPOFER
1012,420000201,EPOFER 3000,EPOFER
1013,491110058,EPOFER 40 000 IU PFS,EPOFER
1014,422220109,EPOFER 4000 - PFS,EPOFER
1015,422220112,EPOFER 4000 IU VIAL,EPOFER
1016,491110049,EPOFER 6000 - PFS,EPOFER
1017,423330917,EPORISE 10 000 IU PFS,EPORISE
1018,423330916,EPORISE 2000 IU PFS,EPORISE
1019,423330850,EPORISE 40 000 IU PFS,EPORISE
1020,423330846,EPORISE 4000 IU PFS,EPORISE
1021,421110893,ERECTEM TABLETS,ERECTEM
1022,423331284,ERTINIB 150 TABLETS,ERTINIB
1023,422220348,ERYTHROPOIETIN INJECTION I.P 4000IU VIAL,ERYTHROPOIETIN
1024,421110511,ESGABA 150 CAPSULES,ESGABA
1025,421110510,ESGABA 75 CAPSULES,ESGABA
1026,421110778,ESLICAR  400 TABLETS,ESLICAR
1027,421110779,ESLICAR  800 TABLETS,ESLICAR
1028,427770122,ESLO 1.25 MG TABLETS,ESLO
1029,427770123,ESLO 2.5 MG TABLETS,ESLO
1030,427770554,ESLO 5 AT TABLETS,ESLO
1031,427770124,ESLO 5 MG TABLETS,ESLO
1032,427770304,ESLO AT TABLETS,ESLO
1033,427770143,ESLO -AT TABLETS 5X2X15 T,ESLO
1034,420030217,ESLO D TABLET,ESLO
1035,420000209,ESLO TAN TABLET,ESLO
1036,427770170,ESLO TEL 2.5 TABLETS,ESLO
1037,427770171,ESLO TEL 5 TABLETS,ESLO
1038,427770198,ESLOMET 2.5 TABLETS,ESLOMET
1039,427770199,ESLOMET 5 TABLETS,ESLOMET
1040,420030059,ESLORIL 3X10 T,ESLO
1041,420000211,ESLOVA - 2.5 10X3X10 T,ESLOVA
1042,420000212,ESLOVA - 5 3X10 T,ESLOVA
1043,423330777,ETOSPEED 90 TABLETS,ETOSPEED
1044,423331360,ETOSPEED MR TABLETS,ETOSPEED
1045,420000218,ETS - 50 INJECTION 5X1 ML,ETS
1046,491110219,ETS EV 100 TABLETS,ETS
1047,491110220,ETS EV 200 TABLETS,ETS
1048,421111169,ETS-100 CAPSULE,ETS
1049,421110061,ETS-100 MG INJECTION,ETS
1050,421111170,ETS-200 CAPSULE 10,ETS
1051,421110063,ETS-200 INJECTION,ETS
1052,421111171,ETS-400 CAPSULES 10,ETS
1053,423331673,EUCALMIN CAPSULES,EUCALMIN
1054,423331090,EVANEW GLOVES,EVANEW
1055,423331183,EVANEW TABLETS,EVANEW
1056,424441887,EXAFIB 10 TABLET,EXAFIB
1057,424441889,EXAFIB 15 TABLET,EXAFIB
1058,424441885,EXAFIB 2.5 TABLETS,EXAFIB
1059,424441891,EXAFIB 20 TABLETS,EXAFIB
1060,424441900,EXDUO 100 TABLET 1x10T,EXDUO
1061,424441901,EXDUO 200 TABLET 10 T,EXDUO
1062,424441899,EXDUO 50 TABLET 1x10T,EXDUO
1063,421112037,EXELON CAPSULES 1.5 MG  4X14 C,EXELON
1064,421112038,EXELON CAPSULES 3 MG  4X14 C,EXELON
1065,421112039,EXELON CAPSULES 4.5 MG  4X14 C,EXELON
1066,421112041,EXELON TTS  4.6 MG 1X5 PATCHES,EXELON
1067,421112042,EXELON TTS 13.3 MG 1X15 PATCHES,EXELON
1068,421112043,EXELON TTS 9.5 MG 1X10 PATCHES,EXELON
1069,421111894,EXHEP 20 INJECTION,EXHEP
1070,421112413,EXHEP 40 INJECTION,EXHEP
1071,421112412,EXHEP 60 INJECTION,EXHEP
1072,421112829,EXHEP PEN CARTRIDGE 300MG/3ML,EXHEP
1073,421112262,EXHEP PEN REUSABLE 1X1,EXHEP
1074,421112546,EZECURE 200 SUSPENSION 15ML,EZECURE
1075,421111670,EZECURE 250 TABLETS,EZECURE
1076,421111576,EZECURE 500 TABLETS,EZECURE
1077,421111006,FACER - MR TABLET,FACER
1078,421110707,FACER - SR TABLET,FACER
1079,421112978,FACER P TABLET,FACER
1080,421111005,FACER SERA TABLETS,FACER
1081,420000219,FACER SUSPENSION,FACER
1082,421110705,FACER TABLET,FACER
1083,421112153,FACER TH 4 TABLETS,FACER
1084,421112269,FACER TH 8 TABLETS,FACER
1085,421110673,FADVIC - 40 TABLETS,FADVIC
1086,421110674,FADVIC - 80 TABLETS,FADVIC
1087,423330755,FAL DP CAPSULES,FAL
1088,423330380,FALCINIL - AQ TABLETS 10 X 6 T,FALCINIL
1089,423331210,FALCINIL 60 MG INJECTION,FALCINIL
1090,423331211,FALCINIL FORTE INJECTION,FALCINIL
1091,423331460,FALCINIL LF DRY SYRUP,FALCINIL
1092,423330250,FALCINIL LF TABLETS,FALCINIL
1093,423331464,FALCINIL LFX TABLETS,FALCINIL
1094,423330073,FALCINIL TABLETS,FALCINIL
1095,491110270,FASTURTEC 1.5 MG/ML INJECTION,FASTURTEC
1096,421112710,FCMO  INJECTION 750MG/15ML,FCMO
1097,421112711,FCMO INJECTION 1k/20ML,FCMO
1098,421112709,FCMO INJECTION 500MG/10ML,FCMO
1099,421112819,FEMZACT CAPSULE 3x10C,FEMZACT
1100,423330739,FENPLAST TDP 100 MCG/HR(FENTANYL),FENPLAST
1101,423330735,FENPLAST TDP 12.5 MCG/HR(FENTANYL),FENPLAST
1102,423330736,FENPLAST TDP 25 MCG/HR(FENTANYL),FENPLAST
1103,423330737,FENPLAST TDP 50 MCG/HR(FENTANYL),FENPLAST
1104,423330738,FENPLAST TDP 75 MCG/HR(FENTANYL),FENPLAST
1105,421111185,FERCURE CAPSULES,FERCURE
1106,420430002,FERINJECT 1000mg/20 mL VIAL,FERINJECT
1107,421110813,FERIUM  365 CAPSULES,FERIUM
1108,421110066,FERIUM 50 CHEWABLE TABLET 10,FERIUM
1109,424440048,FERIUM CHEWABLE 100 MG TAB 10X10 T,FERIUM
1110,420000222,FERIUM CHEWABLE TABLETS 10X10 T,FERIUM
1111,424441711,FERIUM D3 TABLET,FERIUM
1112,421110068,FERIUM DROPS 15 ML,FERIUM
1113,421111885,FERIUM INJECTION 1K (1GM/20ML),FERIUM
1114,421110953,FERIUM INJECTION 500MG,FERIUM
1115,421112706,FERIUM INJECTION 750MG/15ML,FERIUM
1116,424440123,FERIUM SYRUP 150 ML,FERIUM
1117,424440134,FERIUM XT - Z TABLETS 1X10 T,FERIUM
1118,424441727,FERIUM XT + SUSPENSION 200 ML,FERIUM
1119,424440135,FERIUM XT DHA 7X1 KIT,FERIUM
1120,424441719,FERIUM XT DROPS 15 ML,FERIUM
1121,424440591,FERIUM XT SUSPENSION,FERIUM
1122,424441702,FERIUM XT TABLET,FERIUM
1123,424441955,FERIUM XT TABLET 10x15T,FERIUM
1124,424440221,FERIUM-365 SUSPENSION 100 ML,FERIUM
1125,427770317,FERONIA D3 TABLETS,FERONIA
1126,427770318,FERONIA HP TABLETS,FERONIA
1127,423330998,FERONIA IV 100 MG INJECTION,FERONIA
1128,423331001,FERONIA IV 50 MG INJECTION,FERONIA
1129,423331452,FERONIA MAX SUSPENSION,FERONIA
1130,423331451,FERONIA XT DROPS,FERONIA
1131,423331448,FERONIA XT SUSPENSION,FERONIA
1132,427770478,FERONIA XT TABLETS,FERONIA
1133,423331598,FERONIA-FCM 100 MG INJECTION,FERONIA
1134,423331600,FERONIA-FCM 1000 MG INJECTION,FERONIA
1135,423331599,FERONIA-FCM 500 MG INJECTION,FERONIA
1136,421110664,FERRI - D INJECTION PFS (100MG/2ML),FERRI
1137,421111636,FERRI INJECTION,FERRI
1138,421111637,FERRI-100 INJECTION,FERRI
1139,420007076,FERRIC CARBOXYMALTOSE INJ 1G/20ML,FERRIC CABOXYMALTOSE
1140,421112762,FERRIC CARBOXYMALTOSE INJ500MG/10ML,FERRIC CABOXYMALTOSE
1141,424441752,FERROUS ASCO&FOLIC ACID TAB IP3X10T,FERROUS
1142,420500025,FEVRIDOL - 120 SUSPENSION 60 ML,FEVRIDOL
1143,420500026,FEVRIDOL - 250 SUSPENSION 60 ML,FEVRIDOL
1144,429930450,FEVRIDOL I.V.,FEVRIDOL
1145,423330615,FEVRIDOL INJECTION,FEVRIDOL
1146,423330391,FEVRIDOL IV 100 ML,FEVRIDOL
1147,420500028,FEVRIDOL-650 ER TABLETS 10X10 T,FEVRIDOL
1148,423331308,FIBRELITE POWDER,FIBRELITE
1149,423331052,FIBRICOR INJECTION 10X1X10 ML,FIBRICOR
1150,420000237,FIBROLIP CAPSULES,FIBROLIP
1151,421112814,FICO MR TABLET,FICO
1152,421111028,FICO P TABLET,FICO
1153,420001683,FICO SP TABLET,FICO
1154,421110475,FICO SR TABLET,FICO
1155,421110476,FICO TABLET 100 MG,FICO
1156,424440078,FICO TABLETS,FICO
1157,421111668,FILET INJECTION,FILET
1158,420000240,FILET TABLET,FILET
1159,421111153,FILET-S INJECTION,FILET
1160,421112177,FILET-TZ 1.125GM INJECTION,FILET
1161,421110805,FILIN  MD 0.25 TABLETS,FILIN
1162,421110806,FILIN MD 0.5 TABLETS,FILIN
1163,421110807,FILIN MD 1.0 TABLETS,FILIN
1164,421112131,FITJOINT CAPSULES,FITJOINT
1165,421110321,FITJOINT GM TABLETS,FITJOINT
1166,421112363,FITJOINT MAX CAPSULES,FITJOINT
1167,421110357,FIXATE - 100 DT  4 T,FIXATE
1168,421110278,FIXATE - 200  4 T,FIXATE
1169,421112434,FIXCOF COFGELS CAPSULES 20X2X10C,FIXCOF
1170,421113031,FIXCOF DX PLUS SYRUP 100ML,FIXCOF
1171,421111935,FIXCOF LA SYRUP 100 ML,FIXCOF
1172,421111229,FIXCOF LC SYRUP 1X100 ML,FIXCOF
1173,421112980,FIXCOF LS JUNIOR SYRUP 100 ML,FIXCOF
1174,421112126,FIXCOF-DX SYRUP 100 ML,FIXCOF
1175,421112464,FIXCOF-LS JUNIOR SYRUP,FIXCOF
1176,421112576,FIXCOF-LS SYRUP 100 ML,FIXCOF
1177,423330619,FLAWLESS CREAM 15 GM,FLAWLESS
1178,421113048,FLAWLIZO 0.025% CREAM 20GM,FLAWLIZO
1179,421113051,FLAWLIZO ACNE CARE MOISTURISING GEL 50M,FLAWLIZO
1180,421113052,FLAWLIZO ACNE SPOT CORRECTOR 30ML,FLAWLIZO
1181,421113085,FLAWLIZO MICRO 0.04% GEL 15GM PUMP PACK,FLAWLIZO
1182,421113049,FLAWLIZO MICRO 0.04% GEL 15GM TUBE PACK,FLAWLIZO
1183,421113083,FLAWLIZO MICRO 0.1% GEL 15GM PUMP PACK,FLAWLIZO
1184,421113050,FLAWLIZO MICRO 0.1% GEL 15GM TUBE PACK,FLAWLIZO
1185,421110285,FLOFRE 10 TABLETS,FLOFRE
1186,421110287,FLOFRE 100 TABLETS,FLOFRE
1187,421110286,FLOFRE 20 MG TABLETS,FLOFRE
1188,421110290,FLOFRE INJ 2ML,FLOFRE
1189,429930622,FLORESP - AZ NASAL SPRAY 70MD,FLORESP
1190,423330813,FLORESP AZ NASAL SPRAY,FLORESP
1191,423330355,FLORESP NASAL SPRAY 120 MD,FLORESP
1192,423330837,FLORESP NASAL SPRAY 6 GM,FLORESP
1193,423331748,FLORESP OX NASAL SPRAY,FLORESP
1194,423331524,FLORIMAX CAPSULE,FLORIMAX
1195,423331747,FLORIMAX JR. SACHET 1.4 GM,FLORIMAX
1196,423331231,FLORISTORE 2.5 CAPSULE,FLORISTORE
1197,491110271,FLUDARA 50 MG INJECTION,FLUDARA
1198,420500045,FLUNOVA - 150 TABLETS 10X1 T,FLUNOVA
1199,423330075,FLUNOVA 200 MG TABLETS,FLUNOVA
1200,429930144,FLUNOVA EYE DROPS 5 ML,FLUNOVA
1201,420030174,FLUNOVA-50 DT 10X4 T,FLUNOVA
1202,424440189,FLUTICURE-100 PULMOCAPS BULK PACK,FLUTICURE
1203,421110769,FLUTICURE-125 INHALER 120 MDI,FLUTICURE
1204,421110770,FLUTICURE-250 INHALER 120 MDI,FLUTICURE
1205,424440191,FLUTICURE-250 PULMOCAPS 1X30 C,FLUTICURE
1206,421110792,FLUTISPRAY 120 MD,FLUTISPRAY
1207,423330415,FLUVISTA CAPSULES 10X10 C,FLUVISTA
1208,421112161,FM ACTIVE TABLETS,FM ACTIVE
1209,421113004,FM ACTIVE TABLETS 1 X 15 T,FM ACTIVE
1210,421112612,FOFEXO 120MG TABLETS,FOFEXO
1211,420120018,FORISTAL 5X5X10 T,FORISTAL
1212,423331152,FORPLUS 400 MG INJECTION,FORPLUS
1213,421110771,FORSMART-200 INHALER 120 MDI,FORSMART
1214,428880134,FORSMART-200 PULMOCAPS 1X14C PS-BULKPACK,FORSMART
1215,429990782,FORSMART-400 INHALER 120 MDI PS,FORSMART
1216,424440195,FORSMART-400 PULMOCAPS,FORSMART
1217,421110912,FOSEAL 400 TABLETS,FOSEAL
1218,422220004,FOSEAL 800 TABLET,FOSEAL
1219,424440532,FOSEAL C-400 TABLETS,FOSEAL
1220,424440533,FOSEAL C-800 TABLETS,FOSEAL
1221,423330179,FUCINEX OINTMENT,FUCINEX
1222,421113176,FULL 24 D3 TABLET 6x15T,FULL 24
1223,421110478,FULL 24 INJECTION,FULL 24
1224,421113177,FULL 24 PLUS CAPSULE 6x10C,FULL 24
1225,421112681,FULL 24 POWDER 200GM CHOCOLATE,FULL 24
1226,424440246,FULL 24 SUSPENSION 100 ML,FULL 24
1227,421111139,FULL 24 TABLET,FULL 24
1228,423331676,FULL 365 CAPSULES,FULL 365
1229,420500006,FULL 365 DROPS,FULL 365
1230,423331551,FULL 365 SUSPENSION,FULL 365
1231,429990182,FULL 365 SYRUP 100 ML,FULL 365
1232,429990459,FULL 365 SYRUP 50 ML,FULL 365
1233,423331195,FULL 365 WOMAN CAPSULES,FULL 365
1234,420000696,FULL-24 AM CAPSULES 10X10C,FULL 24
1235,421112211,FULVIRA 250 MG INJ 2X5 ML PFS,FULVIRA
1236,421112210,FULVIRA INJECTION 1X5 ML PFS,FULVIRA
1237,421110829,FUTADEN D TABLETS,FUTADEN
1238,421110717,FUTADEN TABLET,FUTADEN
1239,491110277,G3N - 2.6 TABLET,G3N
1240,491110278,G3N - 6.4 TABLET,G3N
1241,424441220,GABA HOSIT TABLET,GABA
1242,421113009,GALACT CAPSULES 1 x 60 C,GALACT
1243,421112745,GALACT CAPSULES 1x30C,GALACT
1244,421112871,GALACT GRANULE 200 GM ELAICHI,GALACT
1245,420000615,GALACT GRANULES,GALACT
1246,421112986,GALACT GRANULES 10GM ELAICHI,GALACT
1247,421112876,GALACT GRANULES 400 GM CHOCOLATE,GALACT
1248,421112875,GALACT GRANULES 400 GM KESAR,GALACT
1249,421113094,GALACT GRANULES 400GM ELAICHI,GALACT
1250,421113039,GALACT GRANULES 600GM CHOCOLATE,GALACT
1251,421113037,GALACT GRANULES 600GM ELAICHI,GALACT
1252,421112647,GALACT GRANULES CHOCOLATE,GALACT
1253,421112646,GALACT GRANULES KESAR,GALACT
1254,421112942,GALACT PLUS LACTATION BAR 15x20GM,GALACT
1255,421112954,GALACT PLUS MOMS NUTRIBAR 1x20GM,GALACT
1256,421113114,GALACT PLUS NUTRITION POWDER 200GM,GALACT
1257,421113062,GALACT PLUS NUTRITION POWDER 400GM CHOCO,GALACT
1258,421110809,GALOP 10 MG TABLETS,GALOP
1259,421111533,GALOP 20 MG TABLETS,GALOP
1260,421110808,GALOP 5 MG TABLETS,GALOP
1261,421112047,GALOP FX 10 TABLET,GALOP
1262,421112048,GALOP FX 5 TABLET,GALOP
1263,421111364,GALOP LS - 10 TABLET,GALOP
1264,421111958,GALOP PLUS-10 TABLETS,GALOP
1265,421111957,GALOP PLUS-5 TABLETS,GALOP
1266,423330079,GATOR 200 MG TABLETS,GATOR
1267,423330215,GATOR 400 MG TABLETS,GATOR
1268,420030114,GATOR IV,GATOR
1269,421110639,GAZIN 40 TABLET,GAZIN
1270,421110640,GAZIN 80 TABLET,GAZIN
1271,421111270,GAZIN ER 60 TABLET,GAZIN
1272,421110641,GAZIN M TABLET,GAZIN
1273,423331618,GELRAFT ORAL SUSPENSION,GELRAFT
1274,422220315,GEMCOVAC-OM 5 DOSE,GEMCOVAC
1275,423330212,GEMEXIN TABLET,GEMEXIN
1276,423330872,GEMIZAN 1000 INJECTION,GEMIZAN
1277,423331098,GEMIZAN 200 INJECTION,GEMIZAN
1278,422220378,GENNODEB INJECTION PFS 60 mg/ml,GENNODEB
1279,492220063,GENNOMAX INJECTION 250 MG,GENNOMAX
1280,423330465,GESTAPRO TABLETS,GESTAPRO
1281,423330458,GIREG SYRUP 200 ML,GIREG
1282,421111813,GLIPSOV TABLETS,GLIPSOV
1283,421112325,GLIPSOV TABLETS 10X15T,GLIPSOV
1284,421112327,GLIPSOV-M TABLET 20/1000 10X15T,GLIPSOV
1285,421112662,GLIPSOV-M TABLET 20/500 10X15T,GLIPSOV
1286,421111833,GLUCOFREE 40 GM BAR CHOCO NUT FLAVOUR,GLUCOFREE
1287,421111834,GLUCOFREE BAR ALOO CHAT FLAV.40GM,GLUCOFREE
1288,421111835,GLUCOFREE BAR PANI PURI FLAV.40GM,GLUCOFREE
1289,421111077,GLYCEBET TABLET,GLYCEBET
1290,421110660,GLYREP - F TABLETS 10X10 T,GLYREP
1291,421110642,GLYREP - ST TABLETS 10X10 T,GLYREP
1292,420001692,GLYREP 500 MG TABLET,GLYREP
1293,421111165,GLYREP TABLETS,GLYREP
1294,420001693,GLYREP XL 1000 TABLET,GLYREP
1295,421111164,GLYREP XL 500 TABLET,GLYREP
1296,421110266,G-MET SUSPENSION,G-MET
1297,421113101,GONLIX 150 MG TABLET 10x10T,GONLIX
1298,421113102,GONLIX 200 MG TABLET 10x10T,GONLIX
1299,421112684,GRAFTSOL SOLUTION 1000 ML,GRAFTSOL
1300,421112683,GRAFTSOL SOLUTION 500 ML,GRAFTSOL
1301,422220168,GROS  260 MG INJ 1 VIAL,GROS
1302,422220282,GROS 100 MG INJ 1 VIAL,GROS
1303,422220280,GROS 30 INJ 1 VIAL,GROS
1304,429930461,GUTCLEAR - IG POWDER 30 GM,GUTCLEAR
1305,423331756,GUTCLEAR PLUS SUSPENSION,GUTCLEAR
1306,423331100,GUTCLEAR SYRUP 100 ML,GUTCLEAR
1307,423331101,GUTCLEAR SYRUP 200 ML,GUTCLEAR
1308,423331074,GUTCLEAR-IG POWDER 180 GM,GUTCLEAR
1309,423330400,GUTCLEAR-IG POWDER 90 GM,GUTCLEAR
1310,429990083,HAEMARANGE IPC CAPSULES 1X2 C PS,HAEMARANGE
1311,420000247,HAEMARANGE IPC SYRUP 150 ML,HAEMARANGE
1312,422220248,HAMSYL,HAMSYL
1313,422220331,HAMSYL JUNIOR,HAMSYL
1314,421111886,HELDICUR CAPSULE 30 C,HELDICUR
1315,491110324,HEPALO - 0.5 TABLET,HEPALO
1316,421111313,HEPMEND INJECTION 10 ML,HEPMEND
1317,421111744,HEPMEND SACHET,HEPMEND
1318,424440735,HEPMEND-150MG TABLET,HEPMEND
1319,424440736,HEPMEND-500MG TABLET,HEPMEND
1320,420000470,HERBIGEST POWDER 50 GM JAR,HERBIGEST
1321,423330811,HILO CAPSULES,HILO
1322,423330810,HILO CAPSULES 1X30 C,HILO
1323,424442092,HOFIX TABLET 1X30T,HOFIX
1324,421112694,HOSIT CA TABLET 1x15T,HOSIT
1325,424441914,HOSIT D3 TABLET,HOSIT
1326,421112615,HOSIT FCM INJECTION 1K,HOSIT
1327,421112614,HOSIT FCM INJECTION 500MG/10ML,HOSIT
1328,421112708,HOSIT FCM INJECTION 750MG/15ML,HOSIT
1329,424441713,HOSIT FE TABLETS,HOSIT
1330,421111291,HOSIT FORTE INJECTION,HOSIT
1331,421110085,HOSIT INJECTION,HOSIT
1332,424441221,HOSIT L TABLET,HOSIT
1333,424441915,HOSIT PLUS CAPSULES,HOSIT
1334,424441222,HOSIT TABLET,HOSIT
1335,421110988,HOSIT-XT CAPSULES,HOSIT
1336,423331647,HU-ADV. MEN MULTIVITAMIN TABLETS 1x30,HU-ADV.
1337,423331648,HU-ADV. MEN MULTIVITAMIN TABLETS 1x60,HU-ADV.
1338,423331597,HU-ADVANCED OMEGA-3 FISH OIL 84% CAPSULE,HU-ADVANCED
1339,423331588,HU-ADVANCED WOMEN MVM CAPSULE 1X60,HU-ADVANCED
1340,423331605,HU-ANTARCTIC KRILL OIL CAPSULES,HU-ANTARCTIC
1341,423331608,HU-ANTI HAIRFALL OVERNIGHT SERUM,HU-ANTI
1342,423331583,HU-ANTIACNE & HYPERPIGMENTATION CREAM,HU-ANTIACNE
1343,423331635,HU-DIETARY FIBER SACHET,HU-DIETARY
1344,423331690,HU-ENZYME+PROBIOTIC TABLETS 1X30,HU-ENZYME+PROBIOTIC
1345,423331592,HU-EYE & VISION CARE TABLET,HU-EYE
1346,423331619,HU-LEAN SHAPE TABLET,HU-LEAN
1347,423331554,HU-MELATONIN ORAL SOLUTION,HU-MELATONIN
1348,423331571,HU-MVM LOZENGES/HARD CANDY,HU-MVM
1349,421112852,HUNG RACE PLUS SYRUP 200 ML,HUNG-RACE
1350,421112310,HUNG-RACE SYRUP 200 ML,HUNG-RACE
1351,423331606,HU-OMEGA SKIN REPAIR SERUM,HU-OMEGA
1352,423331579,HU-OMEGA-3 FISH OIL 1000 MG CAPSULES,HU-OMEGA
1353,423331633,HU-ORAL HEALTH PROBIOTICS TABLETS,HU-ORAL
1354,423331607,HU-PRISTINE FACE SERUM,HU-PRISTINE
